  260,20140101,   71,   48,   99
  260,20140102,   87,   55,  103
  260,20140103,   88,   56,  122
  260,20140104,   73,   59,   93
  260,20140105,   61,   41,   84
  260,20140106,  113,   70,  145
  260,20140107,  108,   94,  123
  260,20140108,   86,   62,  100
  260,20140109,   94,   68,  121
  260,20140110,   65,   46,   88
  260,20140111,   51,   33,   78
  260,20140112,   20,  -20,   62
  260,20140113,   61,   22,   99
  260,20140114,   48,   22,   71
  260,20140115,   45,   24,   64
  260,20140116,   75,   59,   89
  260,20140117,   74,   61,   90
  260,20140118,   70,   55,   86
  260,20140119,   60,   46,   71
  260,20140120,   37,   14,   60
  260,20140121,   39,   17,   54
  260,20140122,   33,   20,   43
  260,20140123,   30,   16,   52
  260,20140124,   45,   23,   67
  260,20140125,   39,   24,   63
  260,20140126,   54,   37,   68
  260,20140127,   41,   25,   62
  260,20140128,   46,   23,   68
  260,20140129,    1,  -21,   25
  260,20140130,    6,  -24,   50
  260,20140131,   31,  -30,   74
  260,20140201,   64,   43,   84
  260,20140202,   51,   26,   80
  260,20140203,   39,    5,   82
  260,20140204,   58,   23,   94
  260,20140205,   74,   40,  104
  260,20140206,   78,   57,   96
  260,20140207,   76,   44,  103
  260,20140208,   69,   42,   90
  260,20140209,   59,   44,   76
  260,20140210,   51,   23,   90
  260,20140211,   60,   39,   83
  260,20140212,   58,   31,   91
  260,20140213,   49,   31,   69
  260,20140214,   51,   21,   88
  260,20140215,  100,   75,  134
  260,20140216,   57,   -1,   94
  260,20140217,   60,    3,  104
  260,20140218,   60,   35,   80
  260,20140219,   78,   61,  110
  260,20140220,   82,   54,  100
  260,20140221,   70,   46,  103
  260,20140222,   66,   42,  103
  260,20140223,   75,   37,  118
  260,20140224,   78,   38,  126
  260,20140225,   87,   54,  126
  260,20140226,   67,   37,  111
  260,20140227,   49,   20,   78
  260,20140228,   54,   19,   85
  260,20140301,   59,   43,   82
  260,20140302,   62,   26,   98
  260,20140303,   49,    6,   99
  260,20140304,   52,   -1,  107
  260,20140305,   56,   -5,  126
  260,20140306,   65,   -7,  137
  260,20140307,   78,   27,  128
  260,20140308,   87,  -15,  160
  260,20140309,  113,   41,  195
  260,20140310,   98,   15,  180
  260,20140311,   93,   61,  144
  260,20140312,   83,   18,  168
  260,20140313,   79,   -7,  168
  260,20140314,   67,   -1,  120
  260,20140315,   99,   86,  118
  260,20140316,  105,   94,  122
  260,20140317,  102,   75,  120
  260,20140318,   93,   75,  105
  260,20140319,  113,   88,  159
  260,20140320,  129,   48,  212
  260,20140321,   78,   42,  110
  260,20140322,   66,   36,  105
  260,20140323,   52,   10,   95
  260,20140324,   56,   -7,  109
  260,20140325,   48,  -23,  108
  260,20140326,   45,    3,   96
  260,20140327,   86,   14,  137
  260,20140328,  110,   50,  173
  260,20140329,  115,   37,  192
  260,20140330,  123,   35,  202
  260,20140331,  147,   94,  204
  260,20140401,  127,   64,  204
  260,20140402,  137,   45,  215
  260,20140403,  152,   78,  227
  260,20140404,  130,  112,  152
  260,20140405,  119,   60,  177
  260,20140406,  131,   55,  177
  260,20140407,  156,  119,  212
  260,20140408,   91,   63,  138
  260,20140409,  107,   60,  148
  260,20140410,  121,  102,  154
  260,20140411,  113,   59,  153
  260,20140412,   99,   20,  158
  260,20140413,  105,   82,  131
  260,20140414,   89,   55,  117
  260,20140415,   72,   32,  107
  260,20140416,   74,   -9,  143
  260,20140417,  109,   24,  176
  260,20140418,   86,   58,  121
  260,20140419,  112,   62,  166
  260,20140420,  155,  100,  207
  260,20140421,  124,   90,  158
  260,20140422,  125,   67,  190
  260,20140423,  134,   51,  211
  260,20140424,  136,   69,  205
  260,20140425,  171,  107,  237
  260,20140426,  142,  104,  176
  260,20140427,  116,   86,  153
  260,20140428,  132,   82,  169
  260,20140429,  138,  118,  175
  260,20140430,  131,  106,  179
  260,20140501,  130,  101,  183
  260,20140502,  100,   64,  122
  260,20140503,   84,   17,  137
  260,20140504,   79,    0,  137
  260,20140505,  122,   31,  184
  260,20140506,  146,  115,  178
  260,20140507,  127,  106,  162
  260,20140508,  122,  113,  134
  260,20140509,  125,   91,  161
  260,20140510,  116,   98,  156
  260,20140511,  102,   90,  117
  260,20140512,  108,   60,  146
  260,20140513,  103,   55,  150
  260,20140514,   96,   37,  139
  260,20140515,  101,   44,  150
  260,20140516,  121,   34,  183
  260,20140517,  142,   51,  207
  260,20140518,  159,   74,  231
  260,20140519,  184,   92,  243
  260,20140520,  199,  136,  271
  260,20140521,  181,  126,  215
  260,20140522,  182,  149,  230
  260,20140523,  164,  126,  207
  260,20140524,  150,  107,  196
  260,20140525,  160,   97,  213
  260,20140526,  158,  122,  223
  260,20140527,  156,  135,  174
  260,20140528,  131,  117,  146
  260,20140529,  104,   75,  118
  260,20140530,  119,   43,  169
  260,20140531,  133,   54,  194
  260,20140601,  135,   69,  187
  260,20140602,  140,   56,  206
  260,20140603,  151,   64,  210
  260,20140604,  146,  106,  178
  260,20140605,  130,   88,  178
  260,20140606,  163,   62,  229
  260,20140607,  210,  117,  276
  260,20140608,  200,  152,  248
  260,20140609,  216,  160,  271
  260,20140610,  204,  162,  258
  260,20140611,  175,  104,  219
  260,20140612,  171,   88,  229
  260,20140613,  178,  113,  222
  260,20140614,  160,  137,  189
  260,20140615,  156,  108,  201
  260,20140616,  148,   99,  178
  260,20140617,  153,  105,  193
  260,20140618,  149,   78,  200
  260,20140619,  142,  104,  161
  260,20140620,  140,   88,  180
  260,20140621,  160,   91,  209
  260,20140622,  153,   88,  206
  260,20140623,  154,   70,  213
  260,20140624,  160,  119,  213
  260,20140625,  147,  106,  192
  260,20140626,  167,  106,  222
  260,20140627,  175,  127,  215
  260,20140628,  171,  144,  210
  260,20140629,  160,  124,  192
  260,20140630,  141,   78,  186
  260,20140701,  142,   69,  193
  260,20140702,  150,   62,  209
  260,20140703,  184,   90,  262
  260,20140704,  216,  105,  289
  260,20140705,  199,  174,  228
  260,20140706,  190,  145,  244
  260,20140707,  181,  124,  235
  260,20140708,  152,  130,  170
  260,20140709,  156,  130,  178
  260,20140710,  216,  160,  276
  260,20140711,  200,  168,  238
  260,20140712,  190,  162,  245
  260,20140713,  187,  155,  231
  260,20140714,  184,  133,  227
  260,20140715,  173,  139,  224
  260,20140716,  195,  132,  258
  260,20140717,  219,  146,  283
  260,20140718,  251,  172,  311
  260,20140719,  264,  182,  329
  260,20140720,  221,  188,  272
  260,20140721,  195,  180,  212
  260,20140722,  226,  191,  272
  260,20140723,  232,  191,  284
  260,20140724,  215,  166,  263
  260,20140725,  185,  166,  221
  260,20140726,  209,  167,  251
  260,20140727,  212,  184,  262
  260,20140728,  195,  176,  235
  260,20140729,  212,  173,  259
  260,20140730,  184,  125,  235
  260,20140731,  188,  113,  244
  260,20140801,  203,  126,  259
  260,20140802,  205,  155,  276
  260,20140803,  196,  148,  253
  260,20140804,  184,  123,  233
  260,20140805,  177,  105,  243
  260,20140806,  176,  130,  213
  260,20140807,  182,  142,  230
  260,20140808,  185,  139,  223
  260,20140809,  191,  143,  231
  260,20140810,  182,  138,  225
  260,20140811,  171,  147,  207
  260,20140812,  163,  141,  202
  260,20140813,  167,  126,  217
